"Company Country","Job Number","Project Name","Client PO","No of Pages","Net Price","Gross Price",Company,"Due Date","Status Vendor",Invoice,Paid
Ireland,242,"FPE UK Ltd 31 Dec 2010",,11,300,300,"Fidelity Private Equity UK Ltd","Sep 22,2011",Invoiced,N/A,
"United Kingdom",243,"ONE LOTHBURY HOLDINGS LIMITED",,12,179,179,"Smith Williamson","Sep 22,2011",Invoiced,N/A,
"United Kingdom",244,"ONE LOTHBURY LIMITED",,17,179,179,"Smith Williamson","Sep 22,2011",Invoiced,N/A,
"United Kingdom",245,"QEF Trading Stats year end 310311",,17,300,300,"QUEEN ELIZABETH'S FOUNDATION","Sep 24,2011",Cancelled,N/A,
"United Kingdom",246,"NGMN Limited",,14,179,179,"Throgmorton UK Ltd","Sep 24,2011","Submitted To Billing","246,564,919,918,916,",Paid
"United Kingdom",247,AL,,46,900,900,"Arbuthnot Banking Group PLC","Sep 24,2011",Invoiced,N/A,
"United Kingdom",248,ASL,,28,350,350,"Arbuthnot Banking Group PLC","Sep 24,2011",Invoiced,N/A,
"United Kingdom",249,WYIC,,19,300,300,"Arbuthnot Banking Group PLC","Sep 24,2011",Invoiced,N/A,
"United Kingdom",250,STB,,43,450,450,"Arbuthnot Banking Group PLC","Sep 24,2011",Invoiced,N/A,
"United Kingdom",251,OBC,,19,300,300,"Arbuthnot Banking Group PLC","Sep 24,2011",Invoiced,N/A,
"United Kingdom",252,STBLeasing,,20,300,300,"Arbuthnot Banking Group PLC","Sep 24,2011",Invoiced,N/A,
"United Kingdom",253,SHS,,18,300,300,"Arbuthnot Banking Group PLC","Sep 24,2011",Invoiced,N/A,
"United Kingdom",254,ABG,,64,1140,1140,"Arbuthnot Banking Group PLC","Sep 25,2011",Invoiced,N/A,
"United Kingdom",255,"QA TEST ONLY - Please ignore",,10,154.44,154.44,"JHS Client Ltd.","Jan 01,1970",Cancelled,N/A,
"United Kingdom",256,"QA TEST 01 - please ignore",,20,180,180,"JHS Client Ltd.","Sep 25,2011",Invoiced,N/A,
"United Kingdom",257,"QA TEST 02 - PLEASE IGNORE",,50,80,80,"JHS Client Ltd.","Sep 25,2011",Invoiced,N/A,
"United Kingdom",258,"Farnell Finance Limited",,4,99,99,"Premier Farnell PLC","Sep 25,2011",Invoiced,N/A,
"United Kingdom",259,"InOne Worldwide Limited",,4,99,99,"Premier Farnell PLC","Sep 25,2011",Invoiced,N/A,
"United Kingdom",260,"Premier Farnell Electronics Limited",,4,99,99,"Premier Farnell PLC","Sep 25,2011",Invoiced,N/A,
"United Kingdom",261,"Celdis Limited",,10,99,99,"Premier Farnell PLC","Sep 25,2011",Invoiced,N/A,
"United Kingdom",262,"Combined Precision Components PLC",,10,99,99,"Premier Farnell PLC","Sep 25,2011",Invoiced,"1286,267,268,263,1282,265,266,262,1278,",
"United Kingdom",263,"Element 14 Limited",,10,99,99,"Premier Farnell PLC","Sep 25,2011",Invoiced,"1286,267,268,263,1282,265,266,262,1278,",
"United Kingdom",264,"Element 14 UK Limited (formerly ESD Distribution Limited)",,11,179,179,"Premier Farnell PLC","Sep 25,2011",Invoiced,N/A,
"United Kingdom",265,"Farnell Holding Limited",,12,179,179,"Premier Farnell PLC","Sep 25,2011",Invoiced,"1286,267,268,263,1282,265,266,262,1278,",
"United Kingdom",266,"InOne Holdings Limited",,11,179,179,"Premier Farnell PLC","Sep 25,2011",Invoiced,"1286,267,268,263,1282,265,266,262,1278,",
"United Kingdom",267,"Farnell Electronic Components Limited",,14,179,179,"Premier Farnell PLC","Sep 25,2011",Invoiced,"1286,267,268,263,1282,265,266,262,1278,",
"United Kingdom",268,"Premier Farnell UK Limited",,20,179,179,"Premier Farnell PLC","Sep 25,2011",Invoiced,"1286,267,268,263,1282,265,266,262,1278,",
"United Kingdom",269,"Central Milton Keynes Shopping Centre Management Ltd",,15,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",270,"CMK Britel General Partner Ltd",,11,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",271,"Factory Outlet Properties No2 GP Ltd",,13,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",272,"Hermes Factory Outlets GP Ltd",,13,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
India,273,"HOME AND PET MINDER SERVICES LTD",,1,19,19,"IRIS Resourcing","Sep 28,2011",Invoiced,N/A,
"United Kingdom",274,"Hermes Factory Outlets No2 GP Ltd",,13,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",275,"Hermes Freeport GP Ltd",,13,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",276,"Inflation Linked GP",,11,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",277,"Inflation Linked Properties Ltd",,11,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",278,"Retail Value GP Ltd",,12,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",279,"Talke General Partner Ltd",,12,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",280,"The UK Logistics General Partner Ltd",,12,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
"United Kingdom",281,"Britel Real Estate International (UK) Ltd",,13,255,255,"Hermes Finance","Sep 28,2011",Invoiced,N/A,
India,282,"Empower Integrated Solutions Ltd",,1,19,19,"IRIS Resourcing","Sep 28,2011",Invoiced,N/A,
India,283,"PF Finance Ltd",,1,19,19,"IRIS Resourcing","Sep 28,2011",Invoiced,N/A,
"United Kingdom",284,"General Partner No.1 Limited",,6,170,170,"Hermes Finance","Sep 29,2011",Invoiced,"284,792,284,792,",
"United Kingdom",285,"General Partner No.2 Limited",,12,255,255,"Hermes Finance","Sep 29,2011",Invoiced,285,
"United Kingdom",286,"Statutory Accounts Tagging",,19,300,300,"RFI Global Services Ltd","Sep 29,2011",Invoiced,N/A,
India,287,"Centre for Regional and International Development Ltd",,1,19,19,"IRIS Resourcing","Sep 29,2011",Invoiced,N/A,
"United Kingdom",288,Springside,,10,260,260,"Charterhouse Standard Holdings Ltd","Jan 01,1970",Invoiced,N/A,
"United Kingdom",289,"Cantillon Ltd 2010",,22,399,399,"Throgmorton UK Ltd","Sep 29,2011","Submitted To Billing",N/A,Paid
"United Kingdom",290,"HPE Environmental Innovation GP Limited",,12,255,255,"Hermes Finance","Sep 29,2011",Invoiced,290,
"United Kingdom",291,"Hermes UOB Capital Management Limited",,16,255,255,"Hermes Finance","Sep 29,2011",Invoiced,291,
"United Kingdom",292,"Hermes UOB General Partner Limited",,13,255,255,"Hermes Finance","Sep 29,2011",Invoiced,292,
"United Kingdom",293,"Hermes UOB SLP General Partner Limited",,12,255,255,"Hermes Finance","Sep 29,2011",Invoiced,293,
"United Kingdom",294,"HPE GP Limited",,11,255,255,"Hermes Finance","Sep 29,2011",Invoiced,294,
"United Kingdom",295,"HPE Scotland GP Limited",,12,255,255,"Hermes Finance","Sep 29,2011",Invoiced,295,
"United Kingdom",296,"Harvard Statutory - 2010",,21,350,350,"Harvard Engineering Plc","Sep 30,2011",Invoiced,N/A,
"United Kingdom",297,"WiMAC - Statutory Accounts 2010",,11,300,300,"Harvard Engineering Plc","Sep 30,2011",Invoiced,N/A,
"United Kingdom",298,"Throgmorton UK Limited 2010",,14,232.7,232.7,"Throgmorton UK Ltd","Jan 01,1970","Submitted To Billing",N/A,Paid
"United Kingdom",299,"Group accounts",,40,400,400,"Matchroom Sport Ltd","Oct 01,2011",Invoiced,N/A,
"United Kingdom",300,"PDC accounts",,20,300,300,"Matchroom Sport Ltd","Oct 01,2011",Invoiced,N/A,
"United Kingdom",301,"EPT accounts",,15,300,300,"Matchroom Sport Ltd","Oct 01,2011",Invoiced,N/A,
"United Kingdom",302,"Poker Million accounts",,12,300,300,"Matchroom Sport Ltd","Oct 01,2011",Invoiced,N/A,
"United Kingdom",303,"Liquefied Petroleum National Gas Limited",,21,350,350,"Calor Gas Limited","Oct 02,2011",Invoiced,"230,231,303,232,234,235,",
"United Kingdom",304,"Endeaver Capital Management Ltd 2010",,17,179,179,"Throgmorton UK Ltd","Oct 02,2011","Submitted To Billing",N/A,Paid
"United Kingdom",305,"TDF (UK) Limited",,10,99,99,"Throgmorton UK Ltd","Oct 06,2011","Submitted To Billing",N/A,Paid
"United Kingdom",306,"Silver Creek Capital Holdings UK Limited 2010",,21,399,399,"Throgmorton UK Ltd","Oct 06,2011","Submitted To Billing",N/A,Paid
India,307,"Kingpost Management Limited",,2,24.7,24.7,"IRIS Resourcing","Jan 01,1970",Invoiced,N/A,
"United Kingdom",308,"GPE III IP Limited",,6,170,170,"Hermes Finance","Oct 07,2011",Invoiced,308,
"United Kingdom",309,"GPE III GP Limited",,6,170,170,"Hermes Finance","Oct 07,2011",Invoiced,309,
"United Kingdom",310,"SEUK Ltd Stats 2010",,48,450,450,"Samsung Electronics (UK) Ltd","Oct 08,2011",Invoiced,N/A,
"United Kingdom",311,"Endeavour Services UK Limited",,8,99,99,"Throgmorton UK Ltd","Oct 09,2011","Submitted To Billing",N/A,Paid
"United Kingdom",312,"Reech Real Estate Limited",,16,179,179,"Throgmorton UK Ltd","Oct 09,2011","Submitted To Billing",N/A,Paid
"United Kingdom",313,"Reech Alternative Limited",,21,399,399,"Throgmorton UK Ltd","Oct 09,2011","Submitted To Billing",N/A,Paid
"United Kingdom",314,"Glenview Capital Management Limited",,15,179,179,"Throgmorton UK Ltd","Oct 09,2011","Submitted To Billing",N/A,Paid
"United Kingdom",315,"Trilogy Global Advisors UK Holdings",,20,179,179,"Throgmorton UK Ltd","Oct 12,2011","Submitted To Billing",N/A,Paid
"United Kingdom",316,"H2O Capital Limited",,9,99,99,"Throgmorton UK Ltd","Oct 12,2011","Submitted To Billing",N/A,Paid
"United Kingdom",317,"Baker Steel Ltd 2010",,19,179,179,"Throgmorton UK Ltd","Oct 13,2011","Submitted To Billing",N/A,Paid
"United Kingdom",318,"GoldenTree Asset Management UK Service Co. Limited 2010",,20,179,179,"Throgmorton UK Ltd","Oct 13,2011","Submitted To Billing",N/A,Paid
"United Kingdom",319,"E5 VJC CATERING LTD ",,12,179,179,"CMC GB LTD","Oct 13,2011",Invoiced,N/A,
"United Kingdom",320,"B13 BYGONES LTD",,12,179,179,"CMC GB LTD","Oct 13,2011",Invoiced,N/A,
"United Kingdom",321,"James Trotter",,20,300,300,"Eximius Group Limited","Oct 15,2011",Invoiced,N/A,
Ireland,322,"DI International (UK) Ltd",,16,300,300,"Fidelity Private Equity UK Ltd","Oct 15,2011",Invoiced,N/A,
Ireland,323,"Pyramis Global Advisors (UK) Ltd",,17,300,300,"Fidelity Private Equity UK Ltd","Oct 15,2011",Invoiced,N/A,
Ireland,324,"Fidelity Management & Research (UK) Inc",,12,300,300,"Fidelity Private Equity UK Ltd","Oct 15,2011",Cancelled,N/A,
"United Kingdom",325,"SVP UK Holdings Ltd",,21,399,399,"Throgmorton UK Ltd","Oct 15,2011","Submitted To Billing",N/A,Paid
"United Kingdom",326,Computation,,19,390,390,"City College Norwich","Jan 01,1970",Cancelled,N/A,
"United Kingdom",327,"SVP UK Member Ltd",,11,179,179,"Throgmorton UK Ltd","Oct 15,2011","Submitted To Billing",N/A,Paid
"United Kingdom",328,"GSO Capital Partners (UK) Ltd",,21,399,399,"Throgmorton UK Ltd","Oct 15,2011","Submitted To Billing",N/A,Paid
"United Kingdom",329,"Jubilee Tower",,8,99,99,"PM+M Solutions for Business LLP","Oct 16,2011",Invoiced,N/A,
"United Kingdom",330,"Hastings Group",,21,399,399,"Rawlinson & Hunter","Oct 16,2011",Invoiced,N/A,
"United Kingdom",331,"Hasting Group",,12,179,179,"Rawlinson & Hunter","Oct 16,2011",Invoiced,N/A,
"United Kingdom",332,"Hastings Group",,18,179,179,"Rawlinson & Hunter","Oct 16,2011",Invoiced,N/A,
"United Kingdom",333,"Hastings Group",,15,179,179,"Rawlinson & Hunter","Oct 16,2011",Invoiced,N/A,
India,334,"Kingpost Management Limited",,1,24.7,24.7,"IRIS Resourcing","Jan 01,1970",Invoiced,N/A,
"United Kingdom",335,"Park Hill Group International Ltd ",,15,179,179,"Throgmorton UK Ltd","Oct 16,2011","Submitted To Billing",N/A,Paid
"United Kingdom",336,"BRE Holdings Ltd",,10,99,99,"Throgmorton UK Ltd","Oct 16,2011","Submitted To Billing",N/A,Paid
"United Kingdom",337,"BREP Limited ",,12,179,179,"Throgmorton UK Ltd","Oct 16,2011","Submitted To Billing",N/A,Paid
"United Kingdom",338,"Blackstone Group Int Ltd ",,23,399,399,"Throgmorton UK Ltd","Oct 16,2011","Submitted To Billing","1103,406,405,1094,1093,1092,1091,1090,422,1088,1087,1086,1085,1084,338,1082",Paid
"United Kingdom",339,"Mariner Europe Limited 2010",,17,179,179,"Throgmorton UK Ltd","Oct 16,2011","Submitted To Billing",N/A,Paid
"United Kingdom",340,"Trafelet Services UK Limited",,9,99,99,"Throgmorton UK Ltd","Oct 16,2011","Submitted To Billing",N/A,Paid
"United Kingdom",341,Computation,,19,350,350,"City College Norwich","Jan 01,1970",Invoiced,N/A,
"United Kingdom",342,"Mercury Capital Advisors Group Ltd",,12,179,179,"Throgmorton UK Ltd","Oct 19,2011","Submitted To Billing",N/A,Paid
"United Kingdom",343,"Fresnillo Management Services Limited 2010",,24,399,399,"Throgmorton UK Ltd","Oct 19,2011","Submitted To Billing",N/A,Paid
"United Kingdom",344,"Nido Kings Cross Ltd",,17,179,179,"Throgmorton UK Ltd","Oct 19,2011","Submitted To Billing",N/A,Paid
"United Kingdom",345,"MX Residential Ltd ",,15,179,179,"Throgmorton UK Ltd","Oct 19,2011","Submitted To Billing",N/A,Paid
"United Kingdom",346,"KX Residential Limited ",,16,179,179,"Throgmorton UK Ltd","Oct 19,2011","Submitted To Billing",N/A,Paid
"United Kingdom",347,"Nido Spitalfields Ltd",,18,179,179,"Throgmorton UK Ltd","Oct 19,2011","Submitted To Billing",N/A,Paid
"United Kingdom",348,"Blackstone Property Management Limited ",,16,179,179,"Throgmorton UK Ltd","Oct 19,2011","Submitted To Billing",N/A,Paid
"United Kingdom",349,"Axia Advisors Limited 2010",,10,99,99,"Throgmorton UK Ltd","Oct 20,2011","Submitted To Billing",N/A,Paid
"United Kingdom",350,"Tricadia Europe Limited 2010",,18,179,179,"Throgmorton UK Ltd","Oct 20,2011","Submitted To Billing",N/A,Paid
"United States",351,"World Wrestling Entertainment (WWE)",,20,300,300,"DG3 North America","Oct 20,2011",Invoiced,N/A,
"United Kingdom",352,"Nido Notting Hill Ltd ",,10,99,99,"Throgmorton UK Ltd","Oct 21,2011","Submitted To Billing",N/A,Paid
"United Kingdom",353,"Yorville Advisor Services Limited",,19,179,179,"Throgmorton UK Ltd","Oct 22,2011","Submitted To Billing",N/A,Paid
"United Kingdom",354,"Albany Courtyard Investments",,9,170,170,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",355,"Britel Property Acquisitions Limited",,17,255,255,"Hermes Finance","Oct 23,2011",Invoiced,355,
"United Kingdom",356,"Caduceus Estates Limited",,10,170,170,"Hermes Finance","Oct 23,2011",Invoiced,356,
"United Kingdom",357,"Leconport Estates",,22,297.5,297.5,"Hermes Finance","Oct 23,2011",Invoiced,357,
"United Kingdom",358,"London County Freehold & Leasehold",,11,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",359,"Metropolitan Railway Surplus Lands Comp",,11,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",360,"Nonpareil Securities Ltd",,11,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",361,"Pension Security GP Ltd",,11,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",362,"Caledonian Land Developments Ltd",,11,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",363,"MEPC (1946)",,19,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",364,"MEPC Two Rivers Ltd",,5,170,170,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",365,"MEPC UK Ltd",,10,170,170,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",366,"Threadneedle Property Co Ltd",,11,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",367,"Caledonian Land Properties Ltd",,5,170,170,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",368,"Carlton Healthcare Ltd",,7,170,170,"Hermes Finance","Oct 23,2011",Invoiced,368,
"United Kingdom",369,"louisville Investments Ltd",,6,170,170,"Hermes Finance","Oct 23,2011",Invoiced,369,
"United Kingdom",370,"Capital Hill Partbership (GP) Ltd",,13,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",371,"Fife Leisure General Partner Ltd",,11,255,255,"Hermes Finance","Oct 23,2011",Invoiced,N/A,
"United Kingdom",372,"Mightrange Ltd",,12,255,255,"Hermes Finance","Oct 23,2011",Invoiced,372,
"United Kingdom",373,"SAC GP Ltd",,10,170,170,"Hermes Finance","Oct 23,2011",Invoiced,373,
"United Kingdom",374,"UIHL Dec 10",,14,300,300,"Forth Medical Ltd","Oct 26,2011",Invoiced,N/A,
"United Kingdom",375,"Forth Medical 31.12.10",,16,300,300,"Forth Medical Ltd","Oct 26,2011",Invoiced,N/A,
"United Kingdom",376,"Pulse 31 12 10",,14,300,300,"Forth Medical Ltd","Oct 26,2011",Invoiced,N/A,
"United Kingdom",377,"Northstar 31 5 10",,16,300,300,"Forth Medical Ltd","Oct 26,2011",Invoiced,N/A,
"United Kingdom",378,"Northstar 31 12 10",,16,300,300,"Forth Medical Ltd","Oct 26,2011",Invoiced,N/A,
"United Kingdom",379,"Forth Medical 31 12 10",,16,300,300,"Forth Medical Ltd","Oct 26,2011",Invoiced,N/A,
"United Kingdom",380,KHPC,,10,99,99,"Rawlinson & Hunter","Oct 26,2011",Invoiced,N/A,
"United Kingdom",381,FSGL,,25,399,399,"Rawlinson & Hunter","Oct 26,2011",Invoiced,N/A,
"United Kingdom",382,"Wolfensohn UK Ltd ",,8,99,99,"Throgmorton UK Ltd","Oct 26,2011","Submitted To Billing",N/A,Paid
"United Kingdom",383,"Prisma Capital Mgt Int Ltd ",,20,179,179,"Throgmorton UK Ltd","Oct 26,2011","Submitted To Billing","610,1154,1153,1152,1151,1150,1147,1144,1143,1142,1141,1140,674,1138,1137,38",Paid
"United Kingdom",384,"Nylon Capital Corporate Member Ltd",,14,179,179,"Throgmorton UK Ltd","Oct 26,2011","Submitted To Billing",N/A,Paid
"United Kingdom",385,ULUK,,20,300,300,"UL Interational (UK) Ltd","Oct 27,2011",Invoiced,N/A,
"United Kingdom",386,iCode,,30,350,350,"L'Oreal UK Ltd","Jan 01,1970",Cancelled,N/A,
"United Kingdom",387,"Arrowgrass Capital Services UK Limited",,25,399,399,"Throgmorton UK Ltd","Oct 28,2011","Submitted To Billing",N/A,Paid
"United Kingdom",388,"UKLO1 2010",,21,350,350,"The Capital Markets Company (UK) Ltd","Oct 28,2011",Invoiced,N/A,
"United Kingdom",389,"CP 2010",,20,300,300,"The Capital Markets Company (UK) Ltd","Oct 28,2011",Invoiced,N/A,
"United Kingdom",390,"Sunshine Cruise Holidays Limited to Dec 2010",,20,300,300,"Cruise 1st","Oct 29,2011",Invoiced,N/A,
"United Kingdom",391,"Sunshine Cruise Holidays Limited to Dec 2010",,2,19,19,"Cruise 1st","Oct 29,2011",Invoiced,N/A,
"United Kingdom",392,"WMD 2010 Accounts",,10,99,99,"WMD Investments Ltd & Four Oaks Capital (23) Ltd","Oct 29,2011",Invoiced,N/A,
"United Kingdom",393,"WMD 2010 Tax Computation",,2,19,19,"WMD Investments Ltd & Four Oaks Capital (23) Ltd","Oct 29,2011",Invoiced,N/A,
"United Kingdom",394,Hastings,,15,179,179,"Rawlinson & Hunter","Oct 29,2011",Invoiced,N/A,
"United Kingdom",395,"Four Oaks Capital (23) Ltd",,10,99,99,"WMD Investments Ltd & Four Oaks Capital (23) Ltd","Oct 29,2011",Invoiced,N/A,
"United Kingdom",396,"Four Oaks Capital (23) Ltd Tax Computations",,2,19,19,"WMD Investments Ltd & Four Oaks Capital (23) Ltd","Oct 29,2011",Invoiced,N/A,
"United Kingdom",397,"QA TEST ONLY - 10-20",,1,99,99,"JHS Client Ltd.","Oct 29,2011",Cancelled,N/A,
"United Kingdom",398,"SSEL Stats",,23,350,350,"Samsung Semiconductor Europe Ltd","Oct 29,2011",Invoiced,N/A,
"United Kingdom",399,"Accounts 2010",,10,200,200,"Metroven Limited","Oct 29,2011",Invoiced,N/A,
"United Kingdom",400,"Calcs 2010",,1,19,19,"Metroven Limited","Oct 29,2011",Invoiced,N/A,
"United Kingdom",401,"AFS 2010",,9,200,200,"Kalum Projects Limited","Oct 30,2011",Invoiced,N/A,
"United Kingdom",402,"Grenthon Ltd (November 2010)",,10,99,99,"Throgmorton UK Ltd","Oct 30,2011","Submitted To Billing",N/A,Paid
"United Kingdom",403,"Grenthon Ltd (December 2010)",,10,99,99,"Throgmorton UK Ltd","Oct 30,2011","Submitted To Billing",N/A,Paid
"United Kingdom",404,"AlpInvest Partners UK Limited ",,17,179,179,"Throgmorton UK Ltd","Nov 02,2011","Submitted To Billing",N/A,Paid
"United Kingdom",405,"ArgSoft Sales & Engineering Ltd",,5,99,99,"Throgmorton UK Ltd","Nov 04,2011","Submitted To Billing","1103,406,405,1094,1093,1092,1091,1090,422,1088,1087,1086,1085,1084,338,1082",Paid
"United Kingdom",406,"EMEA Services Ltd",,4,99,99,"Throgmorton UK Ltd","Nov 04,2011","Submitted To Billing","1103,406,405,1094,1093,1092,1091,1090,422,1088,1087,1086,1085,1084,338,1082",Paid
"United Kingdom",407,ITL,,42,399,399,"PM+M Solutions for Business LLP","Nov 05,2011",Invoiced,N/A,
"United Kingdom",408,"Alan Parsons",,8,99,99,"Accounts 4 Business","Nov 05,2011",Invoiced,N/A,
"United Kingdom",409,"Appleby Ltd",,7,99,99,"Accounts 4 Business","Nov 09,2011",Invoiced,N/A,
"United Kingdom",410,Tekelec,,25,399,399,"Rawlinson & Hunter","Nov 09,2011",Invoiced,N/A,
"United Kingdom",411,"C13 CAWTHORNE PUBS LTD",,12,179,179,"CMC GB LTD","Nov 09,2011",Invoiced,N/A,
"United Kingdom",412,"Hundred Percent Aviation Limited",,16,179,179,"Rawlinson & Hunter","Nov 10,2011",Invoiced,N/A,
"United Kingdom",413,"Hundred Percent Group Limited",,23,399,399,"Rawlinson & Hunter","Nov 10,2011",Invoiced,N/A,
"United Kingdom",414,"Hundred Percent Management Limited",,16,179,179,"Rawlinson & Hunter","Nov 10,2011",Invoiced,N/A,
"United Kingdom",415,"Hundred Percent Properties Limited",,17,179,179,"Rawlinson & Hunter","Nov 10,2011",Invoiced,N/A,
"United Kingdom",416,"Terrapinn Limited",,31,399,399,"Rawlinson & Hunter","Nov 10,2011",Invoiced,N/A,
"United Kingdom",417,"Tax comp 2010 XBRL",,68,0,0,"Alexander Mining plc","Nov 10,2011",Cancelled,N/A,
"United Kingdom",418,"Health Network Communications Ltd",,23,399,399,"Rawlinson & Hunter","Nov 10,2011",Invoiced,N/A,
"United Kingdom",419,"Terrapinn Financial Training Ltd",,23,399,399,"Rawlinson & Hunter","Nov 10,2011",Invoiced,N/A,
"United Kingdom",420,"Terrapinn Holdings Limited",,27,399,399,"Rawlinson & Hunter","Nov 10,2011",Cancelled,N/A,
